"pertanyaan","jawaban","kategori"
"duck mouth banana fritter price","Harga PISANG GORENG MULUT BEBEK: Rp.26.000","harga"
"harga pisang mulut bebek","Harga PISANG GORENG MULUT BEBEK: Rp.26.000","harga"
"pisang mulut bebek harganya?","Harga PISANG GORENG MULUT BEBEK: Rp.26.000","harga"
"harga PISANG RAJA GORENG KEJU?","Harga PISANG RAJA GORENG KEJU: Rp.26.000","harga"
"pisang raja goreng keju berapa?","Harga PISANG RAJA GORENG KEJU: Rp.26.000","harga"
"king banana with cheese fritter price","Harga PISANG RAJA GORENG KEJU: Rp.26.000","harga"
"harga pisang raja keju","Harga PISANG RAJA GORENG KEJU: Rp.26.000","harga"
"pisang raja keju harganya?","Harga PISANG RAJA GORENG KEJU: Rp.26.000","harga"
"harga KENTANG GORENG?","Harga KENTANG GORENG: Rp.29.000","harga"
"kentang goreng berapa?","Harga KENTANG GORENG: Rp.29.000","harga"
"french fries price","Harga KENTANG GORENG: Rp.29.000","harga"
"harga french fries","Harga KENTANG GORENG: Rp.29.000","harga"
"kentang goreng harganya?","Harga KENTANG GORENG: Rp.29.000","harga"
"harga LUMPIA MINI?","Harga LUMPIA MINI: Rp.34.000","harga"
"lumpia mini berapa?","Harga LUMPIA MINI: Rp.34.000","harga"
"mini spring roll price","Harga LUMPIA MINI: Rp.34.000","harga"
"harga lumpia kecil","Harga LUMPIA MINI: Rp.34.000","harga"
"lumpia mini harganya?","Harga LUMPIA MINI: Rp.34.000","harga"
"harga PANGSIT GORENG?","Harga PANGSIT GORENG: Rp.22.000","harga"
"pangsit goreng berapa?","Harga PANGSIT GORENG: Rp.22.000","harga"
"fried wonton price","Harga PANGSIT GORENG: Rp.22.000","harga"
"harga wonton goreng","Harga PANGSIT GORENG: Rp.22.000","harga"
"pangsit goreng harganya?","Harga PANGSIT GORENG: Rp.22.000","harga"
"harga ROTI BAKAR?","Harga ROTI BAKAR: Rp.22.000","harga"
"roti bakar berapa?","Harga ROTI BAKAR: Rp.22.000","harga"
"grilled bread price","Harga ROTI BAKAR: Rp.22.000","harga"
"harga toast","Harga ROTI BAKAR: Rp.22.000","harga"
"roti bakar harganya?","Harga ROTI BAKAR: Rp.22.000","harga"
"daftar harga makanan lainnya","Berikut daftar harga makanan lainnya: GOHU PEPAYA Rp.16.000, PANGSIT GORENG Rp.22.000, ROTI BAKAR Rp.22.000, PISANG GORENG Rp.26.000, KENTANG GORENG Rp.29.000, JAGUNG KEJU Rp.31.000, LUMPIA MINI Rp.34.000","harga"
"harga semua snack","Snack termurah: GOHU PEPAYA Rp.16.000, termahal: LUMPIA MINI Rp.34.000","harga"
"price list other foods","Makanan lainnya: Appetizer Rp.16.000-22.000, Pisang Goreng Rp.26.000, Snack Rp.29.000-34.000","harga"
"makanan lainnya termahal berapa?","Menu makanan lainnya termahal: LUMPIA MINI Rp.34.000","harga"
"makanan lainnya termurah apa?","Menu makanan lainnya termurah: GOHU PEPAYA Rp.16.000","harga"
"range harga makanan lainnya","Harga makanan lainnya mulai dari Rp.16.000 sampai Rp.34.000","harga"
"snack yang murah apa?","Snack termurah: GOHU PEPAYA Rp.16.000, PANGSIT GORENG Rp.22.000, ROTI BAKAR Rp.22.000","harga"
"recommend makanan ringan","Makanan ringan yang enak: PISANG GORENG KIPAS Rp.26.000 atau KENTANG GORENG Rp.29.000","menu"
"apa itu gohu pepaya?","GOHU PEPAYA adalah salad pepaya khas Ternate yang segar, harga Rp.16.000","menu"
"perbedaan pisang goreng kipas dan mulut bebek","Kedua pisang goreng harga sama Rp.26.000, berbeda bentuk: kipas (fan-shaped), mulut bebek (duck mouth shaped)","menu"
"harga pisang goreng semua varian","Semua varian pisang goreng harga sama Rp.26.000","harga"
"jagung keju kenapa agak mahal?","JAGUNG KEJU Rp.31.000 karena menggunakan keju sebagai bahan premium","harga"
"harga untuk makanan kecil","Makanan kecil: GOHU PEPAYA Rp.16.000, PANGSIT GORENG Rp.22.000, ROTI BAKAR Rp.22.000","harga"
"lumpia mini isinya apa?","LUMPIA MINI adalah spring roll kecil dengan isian sayuran/udang, harga Rp.34.000","menu"
"urutkan harga dari termurah","Urutan harga: GOHU PEPAYA Rp.16.000, PANGSIT/ROTI Rp.22.000, PISANG Rp.26.000, KENTANG Rp.29.000, JAGUNG Rp.31.000, LUMPIA Rp.34.000","harga"
"makanan dengan harga 26rb","Makanan harga Rp.26.000: Semua varian PISANG GORENG","harga"
"apa yang cocok untuk camilan?","Camilan cocok: PISANG GORENG KIPAS Rp.26.000 atau PANGSIT GORENG Rp.22.000","menu"
"gohu pepaya rasanya bagaimana?","GOHU PEPAYA memiliki rasa segar, asam, manis, dan pedas, harga Rp.16.000","menu"
"snack untuk anak-anak","Snack anak: PISANG GORENG KIPAS Rp.26.000 atau KENTANG GORENG Rp.29.000","menu"
"makanan pendamping yang enak","Makanan pendamping enak: JAGUNG KEJU Rp.31.000 atau LUMPIA MINI Rp.34.000","menu"
"minuman ada menu apa saja?","Menu Minuman yang tersedia yaitu: MOCTAIL, SODA, FRAPPE dan TEA","menu"
"menu minuman apa yang ada?","Menu Minuman yang tersedia yaitu: MOCTAIL, SODA, FRAPPE dan TEA","menu"
"drinks menu apa saja?","Menu Minuman yang tersedia yaitu: MOCTAIL, SODA, FRAPPE dan TEA","menu"
"beverage apa yang tersedia?","Menu Minuman yang tersedia yaitu: MOCTAIL, SODA, FRAPPE dan TEA","menu"
"minuman dingin ada apa?","Menu Minuman yang tersedia yaitu: MOCTAIL, SODA, FRAPPE dan TEA","menu"
"jenis minuman apa saja?","Menu Minuman yang tersedia yaitu: MOCTAIL, SODA, FRAPPE dan TEA","menu"
"apakah ada moctail?","Tersedia Moctail: Rp.37.000","menu"
"apakah ada soda?","Tersedia Soda: Rp.37.000","menu"
"apakah ada frappe?","Tersedia Frappe: Rp.37.000","menu"
"apakah ada tea?","Tersedia Tea: Rp.37.000","menu"
"harga MOCTAIL?","Harga MOCTAIL: Rp.37.000","harga"
"moctail berapa?","Harga MOCTAIL: Rp.37.000","harga"
"mocktail price","Harga MOCTAIL: Rp.37.000","harga"
"harga minuman moctail","Harga MOCTAIL: Rp.37.000","harga"
"moctail harganya?","Harga MOCTAIL: Rp.37.000","harga"
"harga SODA?","Harga SODA: Rp.37.000","harga"
"soda berapa?","Harga SODA: Rp.37.000","harga"
"soda price","Harga SODA: Rp.37.000","harga"
"harga minuman soda","Harga SODA: Rp.37.000","harga"
"soda harganya?","Harga SODA: Rp.37.000","harga"
"harga FRAPPE?","Harga FRAPPE: Rp.37.000","harga"
"frappe berapa?","Harga FRAPPE: Rp.37.000","harga"
"frappe price","Harga FRAPPE: Rp.37.000","harga"
"harga minuman frappe","Harga FRAPPE: Rp.37.000","harga"
"frappe harganya?","Harga FRAPPE: Rp.37.000","harga"
"harga TEA?","Harga TEA: Rp.37.000","harga"
"tea berapa?","Harga TEA: Rp.37.000","harga"
"tea price","Harga TEA: Rp.37.000","harga"
"harga minuman teh","Harga TEA: Rp.37.000","harga"
"tea harganya?","Harga TEA: Rp.37.000","harga"
"daftar harga minuman","Berikut daftar harga minuman: Semua minuman harga sama Rp.37.000 termasuk MOCTAIL, SODA, FRAPPE, dan TEA","harga"
"harga semua drinks","Semua minuman harga Rp.37.000: MOCTAIL, SODA, FRAPPE, TEA","harga"
"price list beverages","All drinks: Rp.37.000 each for Mocktail, Soda, Frappe, and Tea","harga"
"minuman termurah berapa?","Semua minuman harga sama Rp.37.000","harga"
"minuman termahal apa?","Semua minuman harga sama Rp.37.000","harga"
"range harga minuman","Semua minuman harga sama Rp.37.000","harga"
"minuman yang harga 37rb","Semua minuman harga Rp.37.000: MOCTAIL, SODA, FRAPPE, TEA","harga"
"recommend minuman yang segar","Minuman segar: MOCTAIL atau SODA Rp.37.000","menu"
"apa perbedaan moctail dan soda?","MOCTAIL: minuman mix tanpa alkohol, SODA: minuman berkarbonasi, kedua harga sama Rp.37.000","menu"
"frappe itu seperti apa?","FRAPPE adalah minuman dingin berbasis kopi/es krim yang diblender, harga Rp.37.000","menu"
"tea yang disediakan jenis apa?","TEA adalah teh yang disajikan dingin, harga Rp.37.000","menu"
"minuman untuk anak-anak","Minuman untuk anak: SODA atau TEA Rp.37.000","menu"
"minuman yang tidak terlalu manis","Minuman tidak terlalu manis: TEA Rp.37.000","menu"
"minuman kopi ada?","Minuman kopi: FRAPPE Rp.37.000","menu"
"minuman yang menyegarkan","Minuman menyegarkan: MOCTAIL atau SODA Rp.37.000","menu"
"semua harga minuman sama?","Ya, semua minuman harga sama Rp.37.000","harga"
"minuman apa yang paling enak?","Semua minuman kami enak! MOCTAIL untuk yang suka mix fruit, FRAPPE untuk kopi, SODA untuk segar, TEA untuk classic","menu"
"minuman dengan es ada apa?","Semua minuman disajikan dingin: MOCTAIL, SODA, FRAPPE, TEA harga sama Rp.37.000","menu"
"minuman non alkohol apa?","Semua minuman non-alkohol: MOCTAIL, SODA, FRAPPE, TEA Rp.37.000","menu"
"minuman yang cepat saji","Semua minuman cepat saji: MOCTAIL, SODA, FRAPPE, TEA Rp.37.000","menu"
"pilihan minuman dingin","Minuman dingin: MOCTAIL, SODA, FRAPPE, TEA semua Rp.37.000","menu"
"minuman untuk teman makan","Minuman pendamping makan: TEA atau SODA Rp.37.000","menu"
"minuman yang paling populer","Minuman populer: MOCTAIL dan FRAPPE Rp.37.000","menu"
"ada jus buah?","Kami tidak menyediakan jus buah, tapi ada MOCTAIL yang berisi campuran buah, harga Rp.37.000","menu"
"minuman sehat apa?","Minuman sehat: TEA Rp.37.000","menu"
"minuman untuk yang tidak suka kopi","Minuman non-kopi: MOCTAIL, SODA, TEA Rp.37.000","menu"
"minuman yang manis","Minuman manis: MOCTAIL dan FRAPPE Rp.37.000","menu"
"minuman yang tidak manis","Minuman tidak manis: TEA (bisa request kurang manis) Rp.37.000","menu"
"minuman ukuran berapa?","Semua minuman ukuran standar, harga Rp.37.000","harga"
"bisa minta es kurang?","Bisa request es kurang untuk semua minuman, harga tetap Rp.37.000","menu"
"minuman pakai gula?","Semua minuman menggunakan gula, bisa request kurang manis, harga Rp.37.000","menu"
"jus ada menu apa saja?","Menu Jus yang tersedia yaitu: JUS APPLE, JUS GUAVA, JUS DRAGON FRUIT, JUS SOURSOP, JUS WATERMELON, JUS MELON, JUS PAPAYA, JUS DURIAN, JUS AVOCADO, JUS CUCUMBER, JUS TOMATO, JUS CARROT, JUS PINEAPPLE, JUS MANGGO, JUS KOPYOR, JUS STRAWBERRY, JUS BRENEBON, JUS ORANGE, JUS MIX (SAWI NANAS) dan JUS GANDARIA","menu"
"menu jus apa yang ada?","Menu Jus yang tersedia yaitu: JUS APPLE, JUS GUAVA, JUS DRAGON FRUIT, JUS SOURSOP, JUS WATERMELON, JUS MELON, JUS PAPAYA, JUS DURIAN, JUS AVOCADO, JUS CUCUMBER, JUS TOMATO, JUS CARROT, JUS PINEAPPLE, JUS MANGGO, JUS KOPYOR, JUS STRAWBERRY, JUS BRENEBON, JUS ORANGE, JUS MIX (SAWI NANAS) dan JUS GANDARIA","menu"
"juice menu apa saja?","Menu Jus yang tersedia yaitu: JUS APPLE, JUS GUAVA, JUS DRAGON FRUIT, JUS SOURSOP, JUS WATERMELON, JUS MELON, JUS PAPAYA, JUS DURIAN, JUS AVOCADO, JUS CUCUMBER, JUS TOMATO, JUS CARROT, JUS PINEAPPLE, JUS MANGGO, JUS KOPYOR, JUS STRAWBERRY, JUS BRENEBON, JUS ORANGE, JUS MIX (SAWI NANAS) dan JUS GANDARIA","menu"
"jus buah ada varian apa?","Menu Jus yang tersedia yaitu: JUS APPLE, JUS GUAVA, JUS DRAGON FRUIT, JUS SOURSOP, JUS WATERMELON, JUS MELON, JUS PAPAYA, JUS DURIAN, JUS AVOCADO, JUS CUCUMBER, JUS TOMATO, JUS CARROT, JUS PINEAPPLE, JUS MANGGO, JUS KOPYOR, JUS STRAWBERRY, JUS BRENEBON, JUS ORANGE, JUS MIX (SAWI NANAS) dan JUS GANDARIA","menu"
"jenis jus apa yang tersedia?","Menu Jus yang tersedia yaitu: JUS APPLE, JUS GUAVA, JUS DRAGON FRUIT, JUS SOURSOP, JUS WATERMELON, JUS MELON, JUS PAPAYA, JUS DURIAN, JUS AVOCADO, JUS CUCUMBER, JUS TOMATO, JUS CARROT, JUS PINEAPPLE, JUS MANGGO, JUS KOPYOR, JUS STRAWBERRY, JUS BRENEBON, JUS ORANGE, JUS MIX (SAWI NANAS) dan JUS GANDARIA","menu"
"apakah ada jus apel?","Tersedia Jus Apple: Rp.32.000","menu"
"apakah ada jus jambu?","Tersedia Jus Guava: Rp.35.000","menu"
"apakah ada jus buah naga?","Tersedia Jus Dragon Fruit: Rp.35.000","menu"
"apakah ada jus sirsak?","Tersedia Jus Soursop: Rp.34.000","menu"
"apakah ada jus semangka?","Tersedia Jus Watermelon: Rp.27.000","menu"
"apakah ada jus melon?","Tersedia Jus Melon: Rp.27.000","menu"
"apakah ada jus pepaya?","Tersedia Jus Papaya: Rp.27.000","menu"
"apakah ada jus durian?","Tersedia Jus Durian: Rp.38.000","menu"
"apakah ada jus alpukat?","Tersedia Jus Avocado: Rp.35.000","menu"
"apakah ada jus timun?","Tersedia Jus Cucumber: Rp.27.000","menu"
"apakah ada jus tomat?","Tersedia Jus Tomato: Rp.27.000","menu"
"apakah ada jus wortel?","Tersedia Jus Carrot: Rp.28.000","menu"
"apakah ada jus nanas?","Tersedia Jus Pineapple: Rp.27.000","menu"
"apakah ada jus mangga?","Tersedia Jus Manggo: Rp.38.000","menu"
"apakah ada jus kopyor?","Tersedia Jus Kopyor: Rp.35.000","menu"
"apakah ada jus strawberry?","Tersedia Jus Strawberry: Rp.32.000","menu"
"apakah ada jus brenebon?","Tersedia Jus Brenebon: Rp.32.000","menu"
"apakah ada jus jeruk?","Tersedia Jus Orange: Rp.32.000","menu"
"apakah ada jus mix sawi nanas?","Tersedia Jus Mix (Sawi Nanas): Rp.38.000","menu"
"apakah ada jus gandaria?","Tersedia Jus Gandaria: Rp.34.000","menu"
"harga JUS APPLE?","Harga JUS APPLE: Rp.32.000","harga"
"jus apel berapa?","Harga JUS APPLE: Rp.32.000","harga"
"apple juice price","Harga JUS APPLE: Rp.32.000","harga"
"harga jus apple","Harga JUS APPLE: Rp.32.000","harga"
"jus apel harganya?","Harga JUS APPLE: Rp.32.000","harga"
"harga JUS GUAVA?","Harga JUS GUAVA: Rp.35.000","harga"
"jus jambu berapa?","Harga JUS GUAVA: Rp.35.000","harga"
"guava juice price","Harga JUS GUAVA: Rp.35.000","harga"
"harga jus jambu","Harga JUS GUAVA: Rp.35.000","harga"
"jus jambu harganya?","Harga JUS GUAVA: Rp.35.000","harga"
"harga JUS DRAGON FRUIT?","Harga JUS DRAGON FRUIT: Rp.35.000","harga"
"jus buah naga berapa?","Harga JUS DRAGON FRUIT: Rp.35.000","harga"
"dragon fruit juice price","Harga JUS DRAGON FRUIT: Rp.35.000","harga"
"harga jus buah naga","Harga JUS DRAGON FRUIT: Rp.35.000","harga"
"jus dragon fruit harganya?","Harga JUS DRAGON FRUIT: Rp.35.000","harga"
"harga JUS SOURSOP?","Harga JUS SOURSOP: Rp.34.000","harga"
"jus sirsak berapa?","Harga JUS SOURSOP: Rp.34.000","harga"
"soursop juice price","Harga JUS SOURSOP: Rp.34.000","harga"
"harga jus sirsak","Harga JUS SOURSOP: Rp.34.000","harga"
"jus sirsak harganya?","Harga JUS SOURSOP: Rp.34.000","harga"
"harga JUS WATERMELON?","Harga JUS WATERMELON: Rp.27.000","harga"
"jus semangka berapa?","Harga JUS WATERMELON: Rp.27.000","harga"
"watermelon juice price","Harga JUS WATERMELON: Rp.27.000","harga"
"harga jus semangka","Harga JUS WATERMELON: Rp.27.000","harga"
"jus semangka harganya?","Harga JUS WATERMELON: Rp.27.000","harga"
"harga JUS MELON?","Harga JUS MELON: Rp.27.000","harga"
"jus melon berapa?","Harga JUS MELON: Rp.27.000","harga"
"melon juice price","Harga JUS MELON: Rp.27.000","harga"
"harga jus melon","Harga JUS MELON: Rp.27.000","harga"
"jus melon harganya?","Harga JUS MELON: Rp.27.000","harga"
"harga JUS PAPAYA?","Harga JUS PAPAYA: Rp.27.000","harga"
"jus pepaya berapa?","Harga JUS PAPAYA: Rp.27.000","harga"
"papaya juice price","Harga JUS PAPAYA: Rp.27.000","harga"
"harga jus pepaya","Harga JUS PAPAYA: Rp.27.000","harga"
"jus pepaya harganya?","Harga JUS PAPAYA: Rp.27.000","harga"
"harga JUS DURIAN?","Harga JUS DURIAN: Rp.38.000","harga"
"jus durian berapa?","Harga JUS DURIAN: Rp.38.000","harga"
"durian juice price","Harga JUS DURIAN: Rp.38.000","harga"
"harga jus durian","Harga JUS DURIAN: Rp.38.000","harga"
"jus durian harganya?","Harga JUS DURIAN: Rp.38.000","harga"
"harga JUS AVOCADO?","Harga JUS AVOCADO: Rp.35.000","harga"
"jus alpukat berapa?","Harga JUS AVOCADO: Rp.35.000","harga"
"avocado juice price","Harga JUS AVOCADO: Rp.35.000","harga"
"harga jus alpukat","Harga JUS AVOCADO: Rp.35.000","harga"
"jus alpukat harganya?","Harga JUS AVOCADO: Rp.35.000","harga"
"harga JUS CUCUMBER?","Harga JUS CUCUMBER: Rp.27.000","harga"
"jus timun berapa?","Harga JUS CUCUMBER: Rp.27.000","harga"
"cucumber juice price","Harga JUS CUCUMBER: Rp.27.000","harga"
"harga jus timun","Harga JUS CUCUMBER: Rp.27.000","harga"
"jus timun harganya?","Harga JUS CUCUMBER: Rp.27.000","harga"
"harga JUS TOMATO?","Harga JUS TOMATO: Rp.27.000","harga"
"jus tomat berapa?","Harga JUS TOMATO: Rp.27.000","harga"
"tomato juice price","Harga JUS TOMATO: Rp.27.000","harga"
"harga jus tomat","Harga JUS TOMATO: Rp.27.000","harga"
"jus tomat harganya?","Harga JUS TOMATO: Rp.27.000","harga"
"harga JUS CARROT?","Harga JUS CARROT: Rp.28.000","harga"
"jus wortel berapa?","Harga JUS CARROT: Rp.28.000","harga"
"carrot juice price","Harga JUS CARROT: Rp.28.000","harga"
"harga jus wortel","Harga JUS CARROT: Rp.28.000","harga"
"jus wortel harganya?","Harga JUS CARROT: Rp.28.000","harga"
"harga JUS PINEAPPLE?","Harga JUS PINEAPPLE: Rp.27.000","harga"
"jus nanas berapa?","Harga JUS PINEAPPLE: Rp.27.000","harga"
"pineapple juice price","Harga JUS PINEAPPLE: Rp.27.000","harga"
"harga jus nanas","Harga JUS PINEAPPLE: Rp.27.000","harga"
"jus nanas harganya?","Harga JUS PINEAPPLE: Rp.27.000","harga"
"harga JUS MANGGO?","Harga JUS MANGGO: Rp.38.000","harga"
"jus mangga berapa?","Harga JUS MANGGO: Rp.38.000","harga"
"mango juice price","Harga JUS MANGGO: Rp.38.000","harga"
"harga jus mangga","Harga JUS MANGGO: Rp.38.000","harga"
"jus mangga harganya?","Harga JUS MANGGO: Rp.38.000","harga"
"harga JUS KOPYOR?","Harga JUS KOPYOR: Rp.35.000","harga"
"jus kopyor berapa?","Harga JUS KOPYOR: Rp.35.000","harga"
"kopyor juice price","Harga JUS KOPYOR: Rp.35.000","harga"
"harga jus kopyor","Harga JUS KOPYOR: Rp.35.000","harga"
"jus kopyor harganya?","Harga JUS KOPYOR: Rp.35.000","harga"
"harga JUS STRAWBERRY?","Harga JUS STRAWBERRY: Rp.32.000","harga"
"jus strawberry berapa?","Harga JUS STRAWBERRY: Rp.32.000","harga"
"strawberry juice price","Harga JUS STRAWBERRY: Rp.32.000","harga"
"harga jus strawberry","Harga JUS STRAWBERRY: Rp.32.000","harga"
"jus strawberry harganya?","Harga JUS STRAWBERRY: Rp.32.000","harga"
"harga JUS BRENEBON?","Harga JUS BRENEBON: Rp.32.000","harga"
"jus brenebon berapa?","Harga JUS BRENEBON: Rp.32.000","harga"
"brenebon juice price","Harga JUS BRENEBON: Rp.32.000","harga"
"harga jus brenebon","Harga JUS BRENEBON: Rp.32.000","harga"
"jus brenebon harganya?","Harga JUS BRENEBON: Rp.32.000","harga"
"harga JUS ORANGE?","Harga JUS ORANGE: Rp.32.000","harga"
"jus jeruk berapa?","Harga JUS ORANGE: Rp.32.000","harga"
"orange juice price","Harga JUS ORANGE: Rp.32.000","harga"
"harga jus jeruk","Harga JUS ORANGE: Rp.32.000","harga"
"jus jeruk harganya?","Harga JUS ORANGE: Rp.32.000","harga"
"harga JUS MIX (SAWI NANAS)?","Harga JUS MIX (SAWI NANAS): Rp.38.000","harga"
"jus mix sawi nanas berapa?","Harga JUS MIX (SAWI NANAS): Rp.38.000","harga"
"pineapple spinach mix juice price","Harga JUS MIX (SAWI NANAS): Rp.38.000","harga"
"harga jus campur sawi nanas","Harga JUS MIX (SAWI NANAS): Rp.38.000","harga"
"jus sawi nanas harganya?","Harga JUS MIX (SAWI NANAS): Rp.38.000","harga"
"harga JUS GANDARIA?","Harga JUS GANDARIA: Rp.34.000","harga"
"jus gandaria berapa?","Harga JUS GANDARIA: Rp.34.000","harga"
"gandaria juice price","Harga JUS GANDARIA: Rp.34.000","harga"
"harga jus gandaria","Harga JUS GANDARIA: Rp.34.000","harga"
"jus gandaria harganya?","Harga JUS GANDARIA: Rp.34.000","harga"
"daftar harga jus","Berikut daftar harga jus: Basic Rp.27.000-28.000 (7 varian), Medium Rp.32.000-35.000 (8 varian), Premium Rp.38.000 (3 varian)","harga"
"harga semua jus buah","Jus buah harga: Termurah Rp.27.000, Menengah Rp.32.000-35.000, Termahal Rp.38.000","harga"
"price list juice","Juice prices: Watermelon/Melon/Papaya/Cucumber/Tomato/Pineapple Rp.27.000, Carrot Rp.28.000, Apple/Strawberry/Brenebon/Orange Rp.32.000, Soursop/Gandaria Rp.34.000, Guava/Dragon Fruit/Avocado/Kopyor Rp.35.000, Durian/Manggo/Mix Rp.38.000","harga"
"jus termahal berapa?","Jus termahal: JUS DURIAN, JUS MANGGO, JUS MIX (SAWI NANAS) Rp.38.000","harga"
"jus termurah apa?","Jus termurah: JUS WATERMELON, JUS MELON, JUS PAPAYA, JUS CUCUMBER, JUS TOMATO, JUS PINEAPPLE Rp.27.000","harga"
"range harga jus","Harga jus mulai dari Rp.27.000 sampai Rp.38.000","harga"
"jus yang harga 27rb","Jus harga Rp.27.000: SEMANGKA, MELON, PEPAYA, TIMUN, TOMAT, NANAS","harga"
"jus yang harga 38rb","Jus harga Rp.38.000: DURIAN, MANGGA, MIX SAWI NANAS","harga"
"recommend jus yang segar","Jus segar: JUS SEMANGKA Rp.27.000 atau JUS JERUK Rp.32.000","menu"
"jus untuk kesehatan","Jus sehat: JUS WORTEL Rp.28.000 (mata), JUS TOMAT Rp.27.000 (antioksidan), JUS SIRSAK Rp.34.000 (immun)","menu"
"jus durian kenapa mahal?","JUS DURIAN Rp.38.000 lebih mahal karena durian merupakan buah premium dengan harga bahan baku tinggi","harga"
"apa itu jus brenebon?","JUS BRENEBON adalah jus kacang merah khas Manado, harga Rp.32.000","menu"
"jus mix sawi nanas rasanya?","JUS MIX SAWI NANAS kombinasi sawi dan nanas, rasa segar-manis, harga Rp.38.000","menu"
"harga jus untuk budget 30rb","Jus harga sekitar Rp.30.000: JUS WORTEL Rp.28.000, JUS APEL Rp.32.000, JUS STRAWBERRY Rp.32.000, JUS BRENEBON Rp.32.000, JUS JERUK Rp.32.000","harga"
"jus alpukat berapa?","JUS ALPUKAT: Rp.35.000","harga"
"semua harga jus mangga","JUS MANGGO: Rp.38.000","harga"
"urutkan harga jus dari termurah","Urutan harga: Basic Rp.27.000 (6 varian), Wortel Rp.28.000, Medium Rp.32.000 (4 varian), Menengah Rp.34.000-35.000 (5 varian), Premium Rp.38.000 (3 varian)","harga"
"jus yang tidak terlalu manis","Jus tidak terlalu manis: JUS TOMAT Rp.27.000, JUS WORTEL Rp.28.000, JUS TIMUN Rp.27.000","menu"
"jus untuk diet","Jus untuk diet: JUS TIMUN Rp.27.000 atau JUS TOMAT Rp.27.000","menu"
"jus buah lokal","Jus buah lokal: JUS MANGGA Rp.38.000, JUS PEPAYA Rp.27.000, JUS JERUK Rp.32.000, JUS GANDARIA Rp.34.000","menu"
"jus buah import","Jus buah import: JUS APPLE Rp.32.000, JUS DRAGON FRUIT Rp.35.000, JUS STRAWBERRY Rp.32.000","menu"
"es ada menu apa saja?","Menu Es yang tersedia yaitu: ES KACANG BRENEBON, ES TIGA RASA, ES KACANG TANAH, ES BUAH CAMPUR, ES ALPUKAT GARO, ES SODA GEMBIRA, ES FRUIT PUNCH, ES SELASIH RAMBUTANN + NATA DE COCO, ES COCA COLA SUSU, ES CAPUCHINO, ES KOPYOR, ES CENDOL, ES TELLER, ES GANDARIA, ES COKLAT DURIAN, ES TEH MANIS, ES TEH TAWAR dan ES LEMON TEH","menu"
"menu es apa yang ada?","Menu Es yang tersedia yaitu: ES KACANG BRENEBON, ES TIGA RASA, ES KACANG TANAH, ES BUAH CAMPUR, ES ALPUKAT GARO, ES SODA GEMBIRA, ES FRUIT PUNCH, ES SELASIH RAMBUTANN + NATA DE COCO, ES COCA COLA SUSU, ES CAPUCHINO, ES KOPYOR, ES CENDOL, ES TELLER, ES GANDARIA, ES COKLAT DURIAN, ES TEH MANIS, ES TEH TAWAR dan ES LEMON TEH","menu"
